,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,1.3e-05,-1.3e-05,-4.6e-05,4.5e-05,-4.4e-05,-9e-06,2.7e-05
5,-15.530453,3.299431,1.087567,11.792974,-20.708044,12.618374,15.552904
6,-7.137863,5.588319,-5.779097,15.607788,-9.263603,9.566523,-1.232276
7,-2.560087,7.114244,-14.171687,13.3189,4.469727,-1.877918,-9.624866
8,2.01769,8.64017,-21.038352,11.792974,12.862317,-9.507545,-16.49153
9,2.01769,12.454984,-21.038352,4.163347,2.943801,-15.611247,-27.173009
10,-1.034161,9.403133,-18.749464,-5.755169,-10.789528,-20.951986,-34.802636
11,-7.900826,6.351282,-12.645762,-9.569982,-15.367304,-27.818651,-24.121158
12,-10.952677,3.299431,-8.067986,-10.332945,-13.078416,-32.396427,-1.232276
13,-14.004528,4.062393,-2.727246,-3.46628,6.758615,-31.633464,15.552904
14,-14.76749,1.010542,-3.490209,3.400384,16.67713,-19.426061,13.264016
15,-14.004528,1.010542,-2.727246,4.92631,9.810466,1.173933,11.738091
16,-4.086012,-1.278346,2.613493,5.689272,2.943801,30.92948,28.523271
17,-0.271198,-0.515383,3.376455,3.400384,-6.211752,48.477623,46.071414
18,11.173243,-4.330197,3.376455,3.400384,-5.448789,55.344288,40.730675
19,17.276945,-7.382048,1.85053,1.874459,5.995652,46.188735,11.738091
20,23.380647,-2.041308,-2.727246,-1.940355,14.388242,33.218368,-27.935972
21,23.380647,2.536468,-1.201321,-8.80702,10.573429,16.433188,-59.980406
22,19.565833,-2.041308,1.087567,-11.858871,4.469727,4.225784,-62.269295
23,9.647317,1.773505,7.954232,-15.673684,-4.685826,-9.507545,-34.802636
24,6.595466,-1.278346,9.480157,-11.858871,-6.974714,-20.951986,-4.284127
25,-4.848975,-5.093159,11.769046,-5.755169,0.654913,-26.292725,11.738091
26,-7.900826,-2.041308,11.006083,2.637421,8.28454,-27.055688,23.182532
27,-10.189714,4.062393,11.769046,7.215198,4.469727,-17.137172,26.234383
28,-10.952677,1.010542,9.480157,8.741123,-1.633975,-5.692731,20.130681
29,-9.426751,0.24758,11.006083,11.792974,-12.315454,6.514673,19.367718
30,-4.086012,1.773505,4.902381,11.030012,-13.841379,7.277635,22.419569
31,1.254727,4.062393,1.85053,11.792974,-6.974714,0.410971,11.738091
32,2.780653,1.773505,-5.016135,8.741123,-0.871012,-10.270508,-6.573015
33,3.543615,6.351282,-5.779097,4.92631,5.995652,-17.900135,-27.935972
34,3.543615,9.403133,-7.305023,-3.46628,5.995652,-24.003837,-48.535965
35,-0.271198,2.536468,-3.490209,-4.992206,-1.633975,-20.189023,-51.587816
36,-8.663788,-1.278346,-2.727246,-7.281094,-6.211752,-18.663098,-24.121158
37,-7.900826,7.114244,1.85053,-2.703318,-2.396938,-11.03347,16.315867
38,-8.663788,8.64017,1.087567,1.111496,1.417876,-1.114955,37.678824
39,-10.189714,4.062393,2.613493,1.874459,0.654913,7.277635,39.967712
40,-7.900826,-3.567234,1.087567,0.348533,5.232689,20.248002,36.915861
41,0.491764,-4.330197,4.902381,-1.940355,1.417876,30.92948,34.626973
42,9.647317,-3.567234,3.376455,-1.177392,1.417876,38.559107,30.812159
43,18.80287,-6.619085,-1.964284,-1.940355,6.758615,40.085033,7.923277
44,23.380647,-1.278346,-6.54206,-2.703318,6.758615,32.455406,-27.935972
45,23.380647,1.010542,-6.54206,-9.569982,0.654913,21.773927,-60.743369
46,16.513982,-11.196861,-8.830948,-11.858871,-0.10805,8.803561,-73.713736
47,11.936205,-4.330197,-4.253172,-8.80702,1.417876,-1.877918,-62.269295
48,8.121392,1.010542,-2.727246,-6.518131,-5.448789,-10.270508,-27.173009
49,-4.848975,-5.093159,-1.201321,-0.414429,2.943801,-14.848284,13.264016
50,-15.530453,-8.907973,-1.964284,8.741123,9.810466,-9.507545,43.019563
51,-20.108229,-3.567234,-1.964284,10.267049,-0.10805,-4.929769,55.98993
52,-19.345267,5.588319,0.324605,9.504086,-6.974714,1.936896,54.464004
53,-18.582304,7.114244,1.85053,14.081863,-6.974714,6.514673,33.101047
54,-17.056379,2.536468,-0.438358,13.3189,-9.263603,-0.351992,4.871426
55,-12.478602,-0.515383,-5.016135,13.3189,2.180838,-5.692731,-14.965605
56,-13.241565,-5.093159,-11.119837,11.792974,12.862317,-10.270508,-26.410046
57,-8.663788,-0.515383,-11.119837,6.452235,4.469727,-11.796433,-34.039673
58,-3.323049,8.64017,-8.830948,-1.177392,-2.396938,-11.03347,-33.276711
59,-1.034161,8.64017,-3.490209,-6.518131,-5.448789,-9.507545,-26.410046
60,-2.560087,7.877207,2.613493,-4.229243,-6.211752,-11.03347,-9.624866
61,-3.323049,4.825356,8.717195,-3.46628,-0.871012,-12.559396,15.552904
62,-4.086012,4.062393,9.480157,1.874459,9.810466,-11.03347,33.101047
63,-5.611937,5.588319,10.24312,1.874459,3.706764,-2.64088,36.915861
64,-1.034161,6.351282,13.294971,1.111496,-4.685826,11.092449,34.626973
65,2.780653,0.24758,17.872747,1.111496,-3.922863,23.299853,32.338085
66,5.832504,-0.515383,20.161636,0.348533,-6.211752,26.351704,29.286234
67,13.462131,-0.515383,20.161636,1.111496,2.180838,24.062815,8.68624
68,13.462131,-5.856122,14.820897,0.348533,11.336391,17.196151,-34.039673
69,14.225094,-7.382048,9.480157,-4.229243,9.810466,5.75171,-77.528549
70,11.936205,-7.382048,6.428306,-8.044057,2.180838,-1.114955,-90.498916
71,9.647317,-6.619085,4.139418,-11.858871,-1.633975,-7.981619,-64.558183
72,3.543615,-12.722787,4.902381,-11.095908,-4.685826,-15.611247,-16.49153
73,0.491764,-12.722787,2.613493,-5.755169,4.469727,-17.900135,28.523271
74,-2.560087,-3.567234,2.613493,1.111496,6.758615,-14.848284,51.412153
75,-3.323049,-0.515383,-2.727246,4.92631,5.232689,-6.455694,51.412153
76,-6.3749,1.010542,-5.016135,8.741123,-0.10805,6.514673,38.441787
77,-7.137863,1.010542,-6.54206,7.978161,-11.552491,14.907263,28.523271
78,-7.137863,1.010542,-8.830948,7.215198,-14.604342,17.196151,15.552904
79,-6.3749,1.773505,-14.171687,9.504086,-8.50064,10.329486,-5.047089
80,-3.323049,2.536468,-17.986501,7.215198,1.417876,-2.64088,-24.884121
81,-2.560087,4.825356,-21.038352,6.452235,7.521578,-11.796433,-36.328562
82,-1.034161,7.877207,-21.038352,-0.414429,1.417876,-17.137172,-39.380413
83,-5.611937,7.114244,-17.986501,-5.755169,-1.633975,-19.426061,-24.884121
84,-7.900826,4.062393,-12.645762,-8.044057,-5.448789,-20.951986,0.29365
85,-9.426751,4.825356,-8.830948,-4.992206,-5.448789,-22.477911,23.945495
86,-9.426751,11.692021,-3.490209,-0.414429,2.180838,-20.951986,36.915861
87,-7.900826,12.454984,4.139418,3.400384,5.995652,-11.796433,33.86401
88,-7.900826,8.64017,7.954232,4.92631,-0.10805,0.410971,13.264016
89,-2.560087,3.299431,17.872747,6.452235,-2.396938,16.433188,1.056612
90,2.780653,-2.041308,20.924598,6.452235,-3.159901,25.588741,1.819575
91,11.173243,-9.670936,23.976449,7.215198,-1.633975,29.403555,0.29365
92,17.276945,-11.959824,19.398673,5.689272,9.047503,25.588741,-18.780419
93,23.380647,-8.14501,16.346822,1.874459,15.151205,18.722076,-40.143375
94,25.669535,-4.330197,13.294971,-4.992206,9.810466,11.855412,-54.639667
95,21.091758,-8.907973,13.294971,-11.858871,-0.10805,4.225784,-53.113742
96,15.751019,-5.856122,11.769046,-11.858871,-4.685826,-2.64088,-21.069307
97,9.647317,-0.515383,10.24312,-11.095908,-7.737677,-10.270508,26.234383
98,-0.271198,-1.278346,7.191269,-6.518131,-0.871012,-13.322359,53.701041
99,-13.241565,-5.093159,1.087567,1.111496,9.047503,-10.270508,53.701041
100,-21.634155,3.299431,-1.964284,4.163347,8.28454,-3.403843,38.441787
101,-22.397118,10.166095,-0.438358,4.92631,-3.922863,8.803561,15.552904
102,-25.448969,1.773505,-0.438358,6.452235,-16.130267,16.433188,-5.047089
103,-24.686006,-4.330197,-4.253172,7.215198,-17.656193,15.670225,-14.965605
104,-17.056379,4.825356,-8.830948,9.504086,-8.50064,5.75171,-21.83227
105,-10.952677,6.351282,-16.460576,10.267049,5.995652,-7.981619,-27.173009
106,-9.426751,-0.515383,-22.564278,7.215198,11.336391,-15.611247,-21.83227
107,-1.797124,10.929058,-23.32724,-1.177392,4.469727,-19.426061,-12.676717
108,2.780653,16.269797,-16.460576,-4.992206,-5.448789,-20.189023,-6.573015
109,-5.611937,-4.330197,-15.697613,-7.281094,-15.367304,-20.951986,1.056612
110,-8.663788,-3.567234,-9.593911,-1.940355,-7.737677,-21.714949,16.315867
111,-2.560087,18.558685,-7.305023,4.92631,7.521578,-17.900135,23.945495
112,-6.3749,11.692021,0.324605,9.504086,11.336391,-7.981619,14.026979
113,-13.241565,-8.14501,-3.490209,9.504086,7.521578,8.040598,6.397352
114,-4.848975,1.010542,9.480157,6.452235,-3.922863,24.062815,10.975128
115,7.358429,7.114244,12.532008,4.163347,-6.211752,33.981331,6.397352
116,7.358429,-17.300563,11.769046,3.400384,-3.922863,30.166517,-14.202642
117,15.751019,-21.115377,-1.964284,-1.940355,9.810466,17.196151,-34.802636
118,27.19546,-8.14501,-3.490209,-4.992206,18.966019,4.225784,-43.958189
119,26.432497,-14.248712,-12.645762,-11.858871,12.099354,-7.981619,-39.380413
120,25.669535,-11.959824,-11.119837,-14.910721,3.706764,-11.03347,-17.254493
121,24.143609,-2.804271,-9.593911,-15.673684,-8.50064,-16.37421,19.367718
122,14.225094,1.773505,-8.830948,-12.621833,-13.078416,-17.900135,47.597339
123,-0.271198,-6.619085,-13.408725,-4.229243,-4.685826,-16.37421,49.123265
124,-16.293416,-6.619085,-13.408725,3.400384,6.758615,-12.559396,32.338085
125,-24.686006,5.588319,-13.408725,6.452235,2.180838,-4.929769,11.738091
126,-30.026745,7.877207,-8.067986,5.689272,-9.263603,4.225784,-9.624866
127,-33.078596,-0.515383,-7.305023,7.215198,-17.656193,13.381337,-18.780419
128,-26.211931,5.588319,-5.016135,7.978161,-19.182118,8.803561,-20.306344
129,-14.76749,10.929058,-11.119837,10.267049,-7.737677,-1.877918,-22.595232
130,-10.189714,8.64017,-14.171687,9.504086,9.810466,-14.085321,-23.358195
131,-1.797124,10.166095,-17.986501,3.400384,17.440093,-17.900135,-12.676717
132,5.069541,13.980909,-15.697613,-2.703318,8.28454,-16.37421,4.108463
133,5.069541,4.825356,-10.356874,-8.80702,-6.211752,-8.744582,17.07883
134,4.306578,2.536468,-1.201321,-7.281094,-14.604342,-3.403843,23.945495
135,6.595466,15.506834,6.428306,-3.46628,-9.263603,-2.64088,20.130681
