,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,-7e-06,1.9e-05,1.5e-05,4.5e-05,-1e-06,-8e-06,-4.6e-05
5,8.02498,-6.175191,23.523592,10.942214,9.071034,29.731064,37.130263
6,25.573122,-10.752967,18.182853,13.231102,12.122885,38.886616,38.656189
7,33.965713,-9.227042,12.842113,10.942214,10.596959,38.886616,17.293232
8,39.306452,-10.752967,10.553225,7.1274,5.25622,30.494026,-4.832687
9,35.491638,-13.041855,12.842113,1.786661,3.730295,15.234772,-13.98824
10,28.624973,-7.701116,15.131002,-4.317041,-2.373407,-4.60226,-8.647501
11,21.758309,-3.886302,19.708778,-6.605929,-1.610445,-25.965216,-0.254911
12,8.02498,-6.938153,15.131002,-4.317041,4.493257,-41.224471,4.322865
13,-7.234275,-6.938153,14.368039,-2.028152,2.967332,-48.091136,-10.936389
14,-16.389828,-6.938153,9.0273,-0.502227,-0.084519,-46.56521,-37.640085
15,-17.915754,-4.649265,8.264337,4.075549,-1.610445,-33.594844,-40.691936
16,-17.915754,-7.701116,-0.128253,4.838512,-7.714146,-21.38744,-20.091942
17,-10.286126,-5.412228,-10.809731,7.890363,-6.951184,-10.705961,7.374716
18,1.158315,-0.071489,-23.780098,10.942214,3.730295,-2.313371,43.996928
19,7.262017,-0.071489,-32.935651,8.653326,4.493257,1.501442,63.833959
20,11.839793,4.506288,-40.565278,5.601475,2.204369,4.553293,51.626555
21,14.891644,19.765542,-39.039353,-4.317041,-0.084519,4.553293,16.530269
22,8.787942,12.898878,-37.513427,-11.946668,-9.240072,-0.024483,-9.410464
23,-7.234275,2.980362,-32.172688,-15.761482,-10.003035,-8.417073,-32.299346
24,-11.812052,15.950729,-24.543061,-14.998519,-0.847482,-14.520775,-50.610452
25,-20.204642,23.580356,-13.861582,-11.946668,7.545108,-17.572626,-52.136377
26,-28.597232,13.66184,-6.231955,-6.605929,9.071034,-7.65411,-29.247495
27,-30.88612,4.506288,3.686561,-4.317041,-0.847482,8.368107,3.559903
28,-20.204642,8.321101,14.368039,-2.028152,-2.373407,31.256989,32.552487
29,-11.049089,-3.12334,19.708778,3.312587,6.782146,47.279207,46.285816
30,-1.893536,-19.145557,15.131002,4.838512,7.545108,52.619946,37.130263
31,17.180532,-10.752967,15.893964,6.364438,11.359922,53.382908,19.58212
32,29.387936,-0.834452,12.842113,5.601475,12.122885,45.753281,7.374716
33,30.150899,-12.278893,14.368039,0.260736,5.25622,29.731064,-2.543799
34,27.862011,-12.278893,16.656927,-4.317041,0.678444,9.894032,-7.121576
35,24.81016,-3.886302,23.523592,-5.842966,8.308071,-12.231887,-10.936389
36,9.550905,-11.51593,21.234704,-5.842966,6.782146,-34.357806,-17.803054
37,-4.945387,-16.093706,21.997666,-2.028152,4.493257,-47.328173,-25.432681
38,-10.286126,-3.12334,20.471741,1.023698,4.493257,-48.091136,-32.299346
39,-15.626865,0.691474,21.234704,6.364438,-5.425258,-41.224471,-27.721569
40,-20.967604,-6.175191,15.131002,8.653326,-3.899333,-25.965216,-17.040091
41,-17.152791,-5.412228,9.790263,14.757028,-1.610445,-9.180036,-0.254911
42,-8.760201,-0.071489,-5.468992,14.757028,-3.899333,2.264405,18.819157
43,-1.893536,2.980362,-19.965284,13.994065,-8.477109,3.790331,32.552487
44,3.447203,12.135915,-32.935651,9.416289,-3.13637,2.264405,37.893226
45,8.787942,15.187766,-35.987502,1.786661,-0.847482,-2.313371,32.552487
46,5.736091,18.239617,-35.987502,-6.605929,-3.899333,-11.468924,16.530269
47,-1.893536,15.187766,-34.461576,-14.235556,-4.662296,-18.335589,-6.358613
48,-11.812052,14.424803,-30.646763,-16.524444,-2.373407,-23.676328,-34.588234
