,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,4.2e-05,-4.3e-05,-4.7e-05,-3.9e-05,-1.2e-05,-1e-06,-3.5e-05
5,-10.710234,8.796943,-1.48471,1.158173,15.187849,-8.038377,25.763761
6,-16.813936,1.930278,3.093066,4.972986,15.950811,-1.934675,26.526724
7,-19.865787,4.982129,9.196768,3.447061,3.743408,7.98384,18.897096
8,-16.813936,11.848794,19.115284,1.921135,-6.175108,16.37643,4.400804
9,-15.28801,7.271017,25.981948,1.921135,-9.989922,17.139393,-7.8066
10,-13.762085,3.456204,32.848613,-0.367753,-5.412145,9.509766,-13.147339
11,-9.947271,4.219166,35.137501,-0.367753,9.084147,-2.697638,-15.436227
12,-9.184308,-0.35861,37.426389,-0.367753,9.084147,-14.142079,-15.436227
13,-9.184308,-4.936387,36.663426,-2.656641,3.743408,-18.719856,-10.095488
14,-6.89542,4.219166,40.47824,-1.130715,0.691557,-18.719856,-7.043637
15,-3.080606,10.322868,43.530091,0.39521,-9.989922,-14.142079,-0.176972
16,-8.421345,1.167315,48.107868,-0.367753,-15.330661,-10.327265,11.267469
17,-11.473196,-2.647498,47.344905,4.210024,-3.123257,-7.275414,18.134133
18,-10.710234,0.404353,46.581942,9.550763,2.217482,-4.986526,16.608208
19,-10.710234,-0.35861,40.47824,11.076688,2.980445,-1.171713,4.400804
20,-9.947271,-3.410461,35.900464,10.313726,5.269333,7.220878,-8.569562
21,-3.080606,-1.121573,29.033799,9.550763,-3.88622,14.087542,-7.043637
22,3.023096,-2.647498,23.69306,2.684098,-9.989922,14.087542,-1.702898
23,8.363835,-6.462312,13.011582,1.921135,-2.360294,9.509766,4.400804
24,12.941611,-7.225275,6.144917,0.39521,5.269333,-0.40875,0.585991
25,17.519388,-5.699349,-6.82545,-1.130715,8.321184,-7.275414,-9.332525
26,21.334201,-4.936387,-13.692114,-1.130715,12.135998,-7.275414,-16.962152
27,20.571239,-3.410461,-25.136555,-4.182566,-0.834369,-5.749489,-18.488078
28,20.571239,-1.884536,-32.00322,-7.234417,-13.041773,0.354213,-13.147339
29,19.808276,-1.884536,-38.869884,-4.182566,-10.752884,4.169027,-6.280674
30,14.467537,-7.225275,-44.210624,0.39521,-4.649182,6.457915,7.452655
31,9.126797,-7.225275,-52.603214,-0.367753,-3.123257,7.220878,18.897096
32,9.126797,-1.884536,-56.418027,1.158173,6.032296,11.035691,26.526724
33,8.363835,1.930278,-60.995804,-0.367753,-6.175108,11.798654,27.289686
34,5.311984,0.404353,-60.232841,-5.708492,-19.908437,11.798654,18.897096
35,5.311984,-1.121573,-60.232841,-5.708492,-8.463996,7.220878,3.637841
36,6.074947,-4.173424,-57.943953,-6.471455,-1.597332,-4.986526,-16.19919
37,5.311984,-8.7512,-54.892102,-8.760343,8.321184,-14.905042,-26.117705
38,3.786058,-6.462312,-52.603214,-10.286268,13.661923,-18.719856,-26.880668
39,3.786058,3.456204,-44.210624,-8.760343,0.691557,-17.956893,-20.014003
40,-0.791718,4.982129,-33.529145,-10.286268,-9.226959,-12.616154,-9.332525
41,-4.606532,6.508055,-17.506928,-5.708492,-5.412145,-4.223564,6.689692
42,-9.947271,9.559905,-4.536561,-4.182566,3.743408,-3.460601,16.608208
43,-16.813936,5.745092,8.433805,0.39521,8.321184,2.643101,28.815612
44,-22.917637,0.404353,16.063433,2.684098,9.084147,9.509766,31.867463
45,-23.6806,3.456204,28.270836,4.210024,3.743408,18.665319,20.423022
46,-20.628749,10.322868,40.47824,3.447061,-5.412145,23.243095,-0.176972
47,-16.813936,8.03398,49.633793,0.39521,-6.938071,20.954207,-14.673264
48,-15.28801,4.982129,56.500458,-1.130715,-0.834369,11.035691,-21.539929
49,-12.236159,3.456204,60.315271,-2.656641,3.743408,-3.460601,-23.828817
50,-9.184308,3.456204,61.841197,-4.182566,8.321184,-15.668005,-16.19919
51,-9.184308,1.930278,59.552309,-2.656641,1.454519,-22.534669,-7.8066
52,-6.132457,7.271017,62.60416,-3.419604,-3.123257,-23.297632,-1.702898
53,-5.369495,8.796943,63.367122,-0.367753,-6.175108,-17.956893,5.163767
54,-6.132457,5.745092,64.893048,1.158173,-3.88622,-11.090228,13.556357
55,-8.421345,-0.35861,61.078234,4.972986,-0.834369,-4.223564,14.31932
56,-8.421345,-1.884536,57.26342,10.313726,3.743408,4.169027,7.452655
57,-6.132457,-2.647498,46.581942,12.602614,-2.360294,7.220878,-0.176972
58,-1.554681,-3.410461,38.952315,12.602614,-3.123257,14.087542,-3.991786
59,6.074947,-1.884536,28.270836,11.076688,-2.360294,15.613468,-2.46586
60,12.178648,-1.121573,19.878246,6.498912,-0.071406,11.798654,2.111916
61,16.756425,-3.410461,6.144917,3.447061,3.743408,7.220878,0.585991
62,16.756425,-10.277126,-5.299524,1.921135,6.795259,1.880138,-6.280674
63,16.756425,-10.277126,-19.032853,-1.130715,2.217482,-3.460601,-13.910301
64,19.808276,-6.462312,-28.951369,-3.419604,0.691557,-4.223564,-14.673264
65,19.045313,-6.462312,-38.869884,-1.893678,-0.834369,-1.934675,-8.569562
66,17.519388,-7.225275,-47.262475,-4.182566,-4.649182,-1.171713,-3.991786
67,16.756425,-4.173424,-53.366176,-3.419604,-1.597332,0.354213,3.637841
68,15.230499,-6.462312,-59.469878,-0.367753,-0.071406,5.694952,14.31932
69,12.178648,-7.225275,-65.57358,-1.893678,-2.360294,4.931989,15.082283
70,14.467537,-1.121573,-70.151357,-1.130715,-0.071406,7.98384,16.608208
71,15.993462,5.745092,-70.151357,-2.656641,-6.938071,6.457915,21.185984
72,14.467537,0.404353,-70.151357,-4.182566,-10.752884,4.169027,15.845245
73,10.652723,1.167315,-67.099506,-4.182566,-4.649182,-2.697638,-1.702898
74,11.415686,4.982129,-59.469878,-4.945529,6.795259,-11.090228,-16.19919
75,4.549021,-0.35861,-51.840251,-4.945529,14.424886,-14.142079,-28.406593
76,0.734207,-0.35861,-42.684698,-5.708492,6.795259,-11.853191,-31.458444
77,-4.606532,2.693241,-30.477294,-7.234417,-7.701033,-7.275414,-20.776966
78,-9.184308,4.219166,-16.743965,-5.708492,-14.567698,-2.697638,-0.939935
79,-12.999122,6.508055,0.804178,-4.182566,-6.175108,-1.171713,18.134133
80,-15.28801,10.322868,13.774544,1.158173,11.373035,-1.171713,29.578575
81,-19.102824,8.796943,25.981948,3.447061,17.476737,1.117176,34.156351
82,-22.154675,4.982129,35.137501,3.447061,4.50637,7.98384,27.289686
83,-20.628749,4.219166,48.87083,2.684098,-8.463996,14.087542,12.030432
84,-18.339861,4.219166,55.737495,3.447061,-6.175108,14.850505,-8.569562
85,-13.762085,0.404353,63.367122,1.921135,-3.123257,5.694952,-26.880668
86,-12.236159,-1.121573,64.130085,0.39521,5.269333,-4.223564,-33.747333
87,-7.658383,-1.884536,64.130085,2.684098,15.187849,-13.379116,-26.880668
88,-7.658383,-0.35861,59.552309,0.39521,3.743408,-19.482818,-13.147339
89,-3.843569,4.219166,58.789346,-2.656641,-6.175108,-19.482818,-0.939935
90,-4.606532,9.559905,55.737495,-1.130715,-9.226959,-17.956893,8.978581
91,-3.080606,6.508055,53.448607,1.158173,-9.226959,-16.430967,21.948947
92,-7.658383,3.456204,47.344905,1.921135,-3.123257,-13.379116,24.237835
93,-8.421345,4.982129,40.47824,6.498912,3.743408,-7.275414,15.845245
94,-9.947271,6.508055,32.08565,8.7878,2.980445,2.643101,-0.939935
95,-9.947271,1.930278,24.456023,10.313726,-2.360294,12.561617,-15.436227
96,-5.369495,1.930278,14.537507,7.261875,-6.938071,19.428281,-17.725115
97,3.023096,2.693241,8.433805,5.735949,-6.938071,17.902356,-8.569562
98,6.837909,-3.410461,-2.247673,2.684098,-1.597332,11.798654,-2.46586
99,11.415686,-6.462312,-14.455077,1.921135,6.795259,1.880138,2.874879
100,16.756425,-2.647498,-23.61063,1.921135,12.135998,-5.749489,4.400804
101,18.28235,-4.936387,-32.766183,-2.656641,5.269333,-11.090228,2.874879
