,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,1.3e-05,-4e-05,1e-06,4e-05,1e-06,3.5e-05,8e-06
5,9.177729,-0.200245,14.874932,4.346367,-1.276962,-22.808771,31.839584
6,12.992543,1.325681,15.637895,7.398218,-0.513999,-15.179143,97.45438
7,13.755505,2.088644,13.349007,8.924144,-5.091776,-2.208777,123.395113
8,11.466617,-4.015058,11.060118,8.161181,-8.906589,12.287515,105.084007
9,6.888841,4.377532,8.77123,7.398218,2.537852,19.917143,77.617348
10,3.074027,4.377532,8.008267,10.450069,4.82674,22.968994,34.891435
11,-3.029675,-3.252096,8.008267,2.057479,-7.380664,16.102329,-43.693727
12,-3.792637,-0.200245,8.77123,-2.520297,-2.039925,9.235664,-116.175187
13,-2.266712,0.562718,11.060118,-4.809186,1.774889,3.131962,-141.352957
14,0.785139,-5.540984,5.719379,-9.386962,-5.854738,-3.734702,-132.960367
15,2.311064,-7.829872,-0.384323,-9.386962,-2.802887,-7.549516,-85.656677
16,6.125878,-6.303947,-7.250987,-5.572148,-0.513999,-13.653218,5.898851
17,3.83699,-11.644686,-15.643577,-2.520297,1.011926,-15.179143,100.50623
18,1.548102,-12.407648,-24.036168,-0.231409,7.115628,-12.890255,148.572883
19,0.022176,-5.540984,-30.139869,4.346367,17.034144,-5.260628,147.80992
20,-3.029675,1.325681,-30.139869,5.872293,6.352666,1.606037,96.691417
21,-3.792637,2.851606,-24.79913,4.346367,-7.380664,9.235664,17.343292
22,-6.844488,6.66642,-19.458391,5.10933,-11.95844,16.102329,-53.612242
23,-8.370414,8.955308,-12.591726,2.057479,-9.669552,16.102329,-104.730746
24,-9.133377,3.614569,-9.539876,-0.231409,-5.854738,12.287515,-123.041851
25,-6.844488,0.562718,-1.910248,-5.572148,4.063777,4.657888,-101.678895
26,-3.792637,7.429383,1.904566,-3.28326,14.745256,-4.497665,-60.478907
27,5.362915,8.955308,6.482342,-2.520297,11.693405,-16.705069,-17.752994
28,11.466617,10.481234,12.586044,1.294516,4.82674,-23.571733,25.735882
29,12.992543,7.429383,14.874932,1.294516,-0.513999,-24.334696,67.698833
30,14.518468,-0.963207,14.111969,1.294516,-2.039925,-16.705069,82.958088
31,9.940692,-4.015058,14.874932,0.531553,-3.56585,-1.445814,79.143274
32,8.414766,-0.963207,13.349007,4.346367,-2.802887,14.576403,86.772901
33,6.125878,2.851606,15.637895,7.398218,1.774889,22.206031,75.32846
34,0.022176,2.851606,14.874932,6.635255,-0.513999,18.391217,24.209957
35,-2.266712,1.325681,17.926783,1.294516,-6.617701,10.76159,-45.982615
36,-4.5556,-3.252096,17.926783,-3.28326,-5.854738,4.657888,-109.308522
37,-0.740787,-1.72617,17.926783,-4.046223,0.248964,0.843074,-150.50851
38,5.362915,2.088644,14.111969,-3.28326,-1.276962,0.080111,-152.034435
39,8.414766,-4.015058,4.193454,-4.046223,-10.432515,-2.208777,-78.790013
40,6.125878,-6.303947,-3.436174,-2.520297,-7.380664,-5.260628,34.891435
41,4.599953,-13.170611,-12.591726,0.531553,4.063777,-3.734702,129.498814
42,1.548102,-16.222462,-20.221354,2.057479,10.930442,0.080111,171.461765
43,0.022176,-6.303947,-27.088018,2.820442,9.404516,5.420851,152.387697
44,-3.029675,3.614569,-27.850981,0.531553,4.063777,8.472702,77.617348
45,-7.607451,0.562718,-27.850981,0.531553,-8.143626,13.813441,-10.123366
46,-12.185228,-0.200245,-23.273205,-4.809186,-21.113993,13.813441,-74.975199
47,-15.237079,4.377532,-17.932466,-4.046223,-7.380664,12.287515,-111.59741
48,-12.94819,3.614569,-14.880615,-3.28326,6.352666,7.709739,-118.464075
49,-11.422265,-0.963207,-9.539876,-2.520297,6.352666,0.843074,-95.575193
50,-6.081526,-0.200245,-4.199136,-1.757335,14.745256,-9.075441,-64.293721
51,3.074027,5.903457,1.904566,4.346367,13.982293,-18.230994,-24.619658
52,11.466617,5.903457,4.956416,4.346367,1.011926,-28.14951,40.995137
53,16.807356,10.481234,11.060118,5.872293,-2.802887,-26.623584,99.743268
54,16.044394,11.244196,11.060118,4.346367,0.248964,-18.993957,113.476597
55,14.518468,2.088644,10.297156,7.398218,-0.513999,-2.208777,111.187709
56,7.651804,-0.963207,11.823081,5.10933,2.537852,13.050478,89.061789
57,4.599953,0.562718,14.874932,7.398218,1.011926,21.443068,27.261808
58,-1.503749,2.851606,16.400858,1.294516,-4.328813,18.391217,-45.219652
59,-6.081526,-4.778021,17.926783,-4.046223,-8.143626,9.235664,-102.441858
60,-6.081526,-0.200245,20.215671,-9.386962,-5.854738,2.369,-137.538143
61,-3.029675,-0.963207,18.689746,-9.386962,-11.195477,0.843074,-129.908516
62,-0.740787,2.088644,15.637895,-7.861037,-4.328813,8.472702,-74.975199
63,4.599953,-0.963207,9.534193,-3.28326,-4.328813,19.15418,4.372926
64,2.311064,-10.11876,-1.147285,-5.572148,-12.721403,22.206031,86.009938
65,0.022176,-11.644686,-9.539876,-3.28326,-3.56585,20.680105,140.180293
66,-0.740787,-13.170611,-14.880615,0.531553,12.456367,16.102329,140.943256
67,-3.792637,-9.355798,-18.695428,2.057479,7.115628,6.946776,93.639566
68,-3.792637,-0.200245,-17.932466,-0.231409,0.248964,0.080111,28.02477
69,-4.5556,8.955308,-15.643577,-0.994372,-3.56585,-2.208777,-45.982615
70,-9.133377,3.614569,-13.354689,-4.809186,-11.195477,-4.497665,-97.101118
