,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,1.3e-05,4.5e-05,3.4e-05,-1.4e-05,-9e-06,1.5e-05,1.5e-05
5,13.119763,-3.034229,-27.6388,-2.895739,-1.022253,-33.923843,12.826597
6,13.119763,1.543547,-28.401762,-2.132776,-4.837067,-29.346066,3.671045
7,8.541987,-3.797192,-32.216576,-1.369814,-7.125955,-17.901625,-7.773396
8,4.727173,-3.034229,-29.164725,-1.369814,2.029598,0.40948,-11.58821
9,-0.613566,-12.952745,-32.216576,0.919075,5.844411,17.957623,-17.691912
10,-0.613566,-8.374968,-23.061023,0.156112,0.503672,24.061325,-23.795614
11,0.149397,-2.271266,-18.483247,-2.895739,-1.022253,22.5354,-21.506726
12,0.149397,-4.560155,-13.142508,-3.658702,-3.311142,16.431698,-2.432657
13,0.149397,-2.271266,-7.038806,-6.710553,-4.837067,4.224294,14.352523
14,4.727173,3.832436,-0.935104,-5.184627,-3.311142,-0.353482,15.878448
15,10.067912,10.6991,3.642673,-5.94759,0.503672,-4.931259,9.774746
16,7.016061,3.832436,2.116747,-5.94759,-4.837067,-7.98311,7.485858
17,6.253099,2.30651,2.87971,-6.710553,-10.940769,-9.509035,8.248821
18,0.91236,-6.08608,2.116747,-3.658702,-1.785216,-8.746072,2.908082
19,0.91236,-0.745341,-1.698067,3.207963,8.896262,-4.931259,-7.010434
20,1.675322,0.017622,-3.223992,1.682037,11.18515,-5.694221,-15.403024
21,-1.376529,-4.560155,-7.038806,3.970925,8.896262,-5.694221,-13.114136
22,-1.376529,0.017622,-9.327694,0.919075,1.266635,-10.271998,-10.825247
23,-4.42838,-6.08608,-14.668433,1.682037,-3.311142,-13.323849,-6.247471
24,-3.665417,-5.323117,-13.90547,3.970925,1.266635,-5.694221,2.145119
25,-5.191342,10.6991,-15.431396,2.445,0.503672,2.698369,0.619194
26,-3.665417,9.173175,-13.90547,0.156112,-0.259291,11.853922,-1.669695
27,-6.717268,2.30651,-7.801769,-1.369814,-6.362992,17.957623,1.382156
