,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,3.5e-05,3.9e-05,3.9e-05,2.6e-05,-1.6e-05,-1.7e-05,-4.3e-05
5,8.094454,6.100281,-3.440789,-2.356677,19.253254,-49.075943,13.387144
6,7.331491,2.285467,-4.966714,-2.356677,13.149553,-55.942608,-23.235067
7,5.805566,2.285467,-0.388938,-0.830751,15.438441,-49.075943,-40.78321
8,2.753715,8.389169,3.425876,2.984062,13.149553,-30.001875,-43.835061
9,1.990752,4.574356,8.766615,4.509988,4.756962,-3.298179,-45.360986
10,1.227789,5.337318,15.633279,6.035913,-0.583777,23.405517,-42.309135
11,1.227789,9.915095,17.159205,8.324802,-8.976367,37.138846,-19.420253
12,0.464826,3.04843,14.870317,5.272951,-16.605994,37.138846,12.624182
13,0.464826,4.574356,16.396242,1.458137,-12.791181,31.798107,33.224175
14,5.042603,3.811393,14.870317,-1.593714,-15.080069,25.694405,41.616766
15,8.857417,-1.529346,11.818466,-8.460379,-15.843031,18.827741,46.957505
16,11.909268,-6.870085,8.003652,-9.223341,-10.502292,15.77589,45.431579
17,12.67223,-9.921936,1.89995,-9.223341,-6.687479,8.909225,24.831585
18,11.909268,-16.025638,-5.729677,-6.17149,-4.39859,-1.772253,-2.635073
19,7.331491,-12.973787,-9.544491,-4.645565,0.942149,-10.164843,-26.286918
20,1.990752,-12.973787,-12.596342,-0.830751,4.756962,-9.401881,-40.78321
21,-6.401838,-16.788601,-14.88523,-0.067788,0.942149,-3.298179,-42.309135
22,-11.742577,-11.447862,-13.359305,6.035913,-2.872665,10.43515,-31.627657
23,-14.031466,-2.292309,-11.833379,9.087764,-2.872665,20.353666,-19.420253
24,-17.083316,-0.766384,-12.596342,12.139615,-8.213404,21.116629,-6.449887
25,-18.609242,-1.529346,-10.307454,10.61369,-6.687479,9.672188,17.964921
26,-17.083316,4.574356,-5.729677,10.61369,9.334739,-2.535216,46.194542
27,-12.50554,3.04843,-3.440789,6.798876,19.253254,-18.557434,49.246393
28,-4.875913,7.626207,1.136987,0.695174,16.201403,-30.764837,30.172325
29,2.753715,12.966946,4.188838,-3.119639,16.964366,-39.157427,4.231591
30,5.805566,9.915095,4.188838,-3.882602,13.912515,-46.024092,-22.472104
31,5.042603,4.574356,6.477727,-6.17149,7.045851,-47.550018,-36.968396
32,5.805566,6.863244,11.055503,-3.119639,14.675478,-37.631502,-35.442471
33,2.753715,4.574356,16.396242,-0.067788,16.201403,-19.320396,-30.864694
34,3.516677,8.389169,22.499944,-0.067788,7.045851,2.04256,-26.286918
35,5.805566,13.729908,27.07772,1.458137,-7.450441,26.457368,-14.079514
36,4.27964,12.203983,25.551795,-0.830751,-14.317106,41.716623,8.046405
37,5.805566,-0.766384,24.788832,0.695174,-18.894882,50.109213,30.935287
38,5.805566,-0.766384,22.499944,-0.830751,-18.894882,47.820325,36.276026
39,8.094454,-8.396011,15.633279,-5.408528,-15.080069,36.375884,24.068623
40,12.67223,-6.107123,10.29254,-6.17149,-8.213404,28.746256,19.490846
41,16.487044,-3.818234,-2.677826,-9.223341,-11.265255,16.538852,17.964921
42,14.198156,-14.499713,-11.070416,-9.986304,-8.213404,10.43515,9.572331
43,9.620379,-18.314526,-20.988932,-8.460379,-7.450441,1.279598,-4.923961
