,FSx,FSy,FSz,NSx,NSy,NSz,Structy
4,3.8e-05,4.2e-05,-1.2e-05,-2.2e-05,2e-05,-4e-05,-2.1e-05
5,8.579096,-2.175831,42.305725,-5.130916,-3.896102,25.162179,-5.354893
6,11.630947,-4.464719,33.150172,-4.367954,-2.370177,21.347365,-19.851185
7,9.342059,-11.331383,19.416843,-7.419805,-9.236842,9.902924,-28.243775
8,6.290208,-15.146197,9.498328,-7.419805,-8.473879,-0.778554,-25.191924
9,2.475394,-17.435085,-2.709076,-5.130916,-5.422028,-9.171144,-19.088222
10,-2.102382,-17.435085,-13.390555,-5.893879,-6.947953,-8.408182,-12.98452
11,-2.865345,-5.227682,-23.30907,-2.842028,-0.844251,1.510334,1.511772
12,-8.969047,-1.412868,-31.70166,1.735748,1.444637,14.4807,23.637691
13,-14.309786,-3.701756,-39.331288,4.787599,-6.947953,19.058477,36.608058
14,-20.413488,-9.805458,-43.909064,4.787599,-13.051655,16.769589,23.637691
15,-18.1246,-2.938793,-43.146101,7.076487,-4.659065,13.717738,3.037697
16,-12.78386,4.690834,-41.620176,7.076487,2.207599,7.614036,-3.066005
17,-5.917196,2.401946,-41.620176,1.735748,9.837227,-1.541517,3.80066
18,-2.102382,9.26861,-38.568325,0.972785,9.074264,-12.222995,-0.777116
19,2.475394,8.505648,-32.464623,0.209823,9.837227,-25.956325,-19.851185
20,4.00132,4.690834,-27.123884,0.209823,12.889078,-39.689654,-38.162291
21,7.053171,9.26861,-13.390555,-0.55314,9.837227,-45.030393,-40.451179
22,9.342059,15.372312,-6.52389,-1.316103,9.837227,-38.163728,-18.325259
23,7.816134,10.794536,5.683514,-0.55314,12.126115,-26.719287,11.430287
24,1.712432,6.216759,13.313141,1.735748,7.548339,-11.460033,33.556207
25,-0.576457,9.26861,22.468694,4.787599,2.970562,1.510334,38.896946
26,-0.576457,6.979722,31.624247,4.787599,-1.607214,11.428849,32.030281
27,-0.576457,3.927871,36.964986,0.972785,-6.184991,18.295514,20.58584
28,1.712432,-1.412868,40.016837,-5.893879,-14.577581,20.584402,1.511772
29,1.712432,-3.701756,38.490912,-11.234618,-16.866469,21.347365,-19.088222
30,8.579096,-4.464719,35.439061,-9.708693,-8.473879,22.87329,-31.295626
31,9.342059,-7.51657,29.335359,-8.182767,-3.13314,17.532551,-25.191924
32,7.816134,-12.857309,20.179806,-7.419805,-6.184991,7.614036,-9.169707
33,7.053171,-6.753607,15.602029,-8.94573,-3.13314,3.036259,-0.777116
34,4.764283,-11.331383,4.920551,-7.419805,-4.659065,-0.778554,-3.828967
35,0.949469,-11.331383,-3.472039,-6.656842,-9.999804,3.799222,-2.303042
36,-4.39127,-7.51657,-10.338704,0.209823,-2.370177,12.191812,9.141399
37,-8.206084,-2.938793,-19.494256,5.550562,2.970562,16.769589,25.163617
38,-13.546823,-5.227682,-25.597958,7.83945,-2.370177,12.191812,37.37102
39,-15.835711,-3.701756,-32.464623,5.550562,-4.659065,2.273297,28.215468
40,-15.072749,3.164909,-30.175735,7.076487,-1.607214,-3.830405,14.482138
41,-13.546823,-0.649905,-32.464623,3.261674,4.496488,-12.222995,3.037697
42,-8.206084,-0.649905,-30.938698,4.024636,11.363152,-18.326697,-6.880818
43,-2.102382,8.505648,-30.938698,4.787599,15.940929,-25.193362,-28.243775
44,1.712432,10.794536,-28.649809,6.313525,17.466854,-34.348915,-45.791918
45,0.186506,3.164909,-24.834996,4.787599,12.126115,-45.030393,-45.028955
46,0.949469,3.927871,-17.205368,0.209823,8.311301,-45.793356,-26.717849
47,3.238357,9.26861,-5.760927,1.735748,8.311301,-33.585952,7.615474
48,4.764283,10.794536,1.105737,1.735748,9.837227,-12.985958,34.319169
49,5.527245,10.031573,11.024253,5.550562,5.25945,9.139961,38.896946
50,0.949469,6.979722,14.839067,4.024636,-6.184991,25.925141,31.267319
51,-0.576457,1.638983,20.942769,0.972785,-9.999804,33.554769,22.111766
52,1.712432,-0.649905,27.04647,-2.079066,-12.288693,35.080694,8.378436
53,7.816134,0.87602,33.150172,-7.419805,-16.866469,34.317732,-6.880818
